,%coarse,%fine,Area(m2),Coarse Carb(gm2d),Coarse Org(gm2d),Coarse Terr(gm2d),Coarse Terr+Org(gm2d),Coarse(%carb),Coarse(%organic),Coarse(%terr),Coarse(gm2d),Days deployed:,Fine Org(gm2d),Fine(%carb),Fine(%organic),Fine(%terr),Fine_Carb_gm2d,Fine_TerrOrg_gm2d,Fine_Terr_gm2d,Fine_gm2d,Lat,Lon,Mass Beaker,Mass Beaker + Sed,Mass Filter,Mass Filter + Sed,Mass Fine Fraction,Mass Sand Fraction,Month,Pod(P)/Tube(T),Precip,SSY,Total(%carb),Total(%organic),Total(%terr),Total(g),Total_Carb_gm2d,Total_Org_gm2d,Total_TerrOrg_gm2d,Total_Terr_gm2d,Total_gm2d,Waves,end,start
P3C,98.03921568627823,1.960784313721775,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00517,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,-14.29337,-170.6754,67.216,67.221,1.746,1.725,0.0001,0.005000000000009663,Aug_Sept_2014,P3C,169.418,8.642052144748332,0.0,0.0,0.0,0.005100000000009664,0.0,0.0,0.0,0.0,0.00528,1.8056481044256572,2014-10-06 00:00:00,2014-08-14 00:00:00
P1A,87.20930232558139,12.790697674418617,0.018241469247509915,6.373946292939718,0.5319995543073608,5.076174152752921,5.608173707060282,53.19548037358763,4.439945137482856,42.36457448892951,11.98212,35.0,0.2086976783328933,39.42025113545247,11.875500935079113,48.70424792946842,0.6927636094042146,1.0646163905957855,0.8559187122628922,1.75738,-14.29018,-170.6814,70.239,77.889,1.742,2.864,1.1219999999999999,7.6499999999999915,Oct_2014,P1A,203.2,5.8892132300347555,51.43353244777965,5.3910045999661,43.175462952254264,8.771999999999991,7.06670504730944,0.7406965379118823,6.672784952690561,5.932088414778679,13.73949,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P1B,50.155440414508234,49.844559585491766,0.018241469247509915,0.31756085433500825,0.0379122777899103,0.40260686787508143,0.44051914566499173,41.89015068792321,5.001091941471915,53.10875737060488,0.75808,35.0,0.1516740685096163,50.74759615384679,20.132211538461657,29.12019230769155,0.38232731466346637,0.37106268533653364,0.21938861682691738,0.75339,-14.28941,-170.6796,109.636,110.12,1.717,2.198,0.48099999999999987,0.48400000000000887,Oct_2014,P1B,203.2,5.8892132300347555,46.30510537093793,12.543131864945488,41.15176276411658,0.9650000000000087,0.6998877761501155,0.18958567519909159,0.8115822238498847,0.621996548650793,1.51147,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P1C,35.93013584696435,64.06986415303565,0.018241469247509915,0.967443109642302,0.11301831726283085,0.9494485730948674,1.0624668903576984,47.65940902021774,5.567651632970469,46.772939346811796,2.02991,35.0,0.32840562189338823,64.45695023710215,9.072730389076119,26.47031937382173,2.3331482277323863,1.2865517722676134,0.9581461503742251,3.6197,-14.28833,-170.6779,68.071,69.367,1.8,4.111,2.311,1.2960000000000065,Oct_2014,P1C,203.2,5.8892132300347555,58.421570858925755,7.81335083046427,33.76507831060998,3.6070000000000064,3.300590909402955,0.44142384985299243,2.3490190905970447,1.9075952407440524,5.64961,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P2A,24.25457948923646,75.74542051076354,0.018241469247509915,0.8419593975259602,0.3538979077580928,1.6453926947159467,1.9992906024740396,29.633414783139823,12.455711667684744,57.91087354917543,2.84125,35.0,0.979304416348198,18.69026751184238,11.036865832170047,70.27286665598757,1.658393043406028,7.2146369565939725,6.235332540245775,8.87303,-14.29177,-170.6822,69.646,71.46,1.713,7.378,5.665,1.813999999999993,Oct_2014,P2A,203.2,5.8892132300347555,21.34448186538343,11.38100092317468,67.27451721144189,7.478999999999993,2.500352370260238,1.333202314943267,9.213927629739763,7.8807253147964955,11.71428,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P2B,28.42105263157977,71.57894736842023,0.018241469247509915,0.022945935121955766,0.00020629268292634661,0.019137772195117888,0.019344064878044236,54.2585365853766,0.4878048780476392,45.253658536575756,0.04229,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10651,-14.29142,-170.6793,112.906,112.933,1.733,1.801,0.06799999999999984,0.027000000000001023,Oct_2014,P2B,203.2,5.8892132300347555,15.420847240054849,0.13863928112933305,12.861566110395586,0.09500000000000086,0.022946220693201614,0.00020629525032044756,0.019344305622589077,0.01913801037226863,0.1488,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P2C,34.34343434343439,65.65656565656562,0.018241469247509915,1.9189349155555577,0.21039577777777743,1.1724093066666648,1.3828050844444422,58.11889838556512,6.372269705603029,35.50883190883185,3.30174,35.0,0.5377245978420802,69.4025502697401,8.518881804806288,22.07856792545361,4.3807930768514005,1.9313569231486,1.39363232530652,6.31215,-14.29033,-170.6767,66.785,68.893,1.787,5.817,4.03,2.108000000000004,Oct_2014,P2C,203.2,5.8892132300347555,65.52735669335678,7.781661487908199,26.690981818735033,6.138000000000004,6.299727992406957,0.7481203756198574,3.314162007593043,2.5660416319731856,9.61389,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P3A,34.44136657433084,65.55863342566916,0.018241469247509915,0.2772895485860327,0.1168811522262359,0.19005929918773146,0.30694045141396736,47.46239470517308,20.006016847172496,32.53158844765442,0.58423,35.0,0.23548362930365324,69.45741651566128,21.17525239451233,9.36733108982639,0.7724150918457142,0.33965490815428556,0.10417127885063232,1.11207,-14.29273,-170.6794,114.151,114.524,1.741,2.451,0.71,0.37300000000000466,Oct_2014,P3A,203.2,5.8892132300347555,61.882030425807024,20.772551693535632,17.345417880657347,1.0830000000000046,1.049698693909922,0.3523627171222756,0.6465913060900781,0.2942285889678025,1.69629,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P3B,,,0.018241469247509915,,,,,,,,,35.0,,,,,,,,,-14.29384,-170.6773,,,,,,,Oct_2014,P3B,203.2,5.8892132300347555,,,,,,,,,,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P3C,18.867924528309665,81.13207547169033,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01566,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06735,-14.29337,-170.6754,67.216,67.226,1.753,1.796,0.04300000000000015,0.010000000000005116,Oct_2014,P3C,203.2,5.8892132300347555,0.0,0.0,0.0,0.053000000000005265,0.0,0.0,0.0,0.0,0.08301,1.681886530860707,2014-11-10 00:00:00,2014-10-06 00:00:00
P1A,55.44217687074821,44.55782312925178,0.018241469247509915,0.751012730860499,0.1174107655801162,0.9931765035593848,1.1105872691395011,40.34232546521804,6.306981391282564,53.3506931434994,1.8616,24.0,0.1766094537643226,22.709288052373054,11.804418985270171,65.48629296235677,0.33976047133796894,1.156369528662031,0.9797600748977083,1.49613,-14.29018,-170.6814,70.239,71.054,1.69,2.345,0.6550000000000002,0.8149999999999977,Nov_2014,P1A,270.764,10.973070131246661,32.48542784248777,8.756519911052557,58.75805224645966,1.469999999999998,1.0907729562955648,0.294020296009385,2.2669570437044353,1.9729367476950501,3.35773,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P1B,96.44634795693945,3.5536520430605423,0.018241469247509915,17.958646306859777,1.8680421549956103,18.23676153814462,20.10480369314023,47.18081599765595,4.907705830647537,47.911478171696515,38.06345,24.0,0.12677785310735223,32.358105171664405,9.039548022599412,58.60234680573618,0.45381595341155895,0.948664046588441,0.8218861934810887,1.40248,-14.28941,-170.6796,112.906,129.57,1.805,2.419,0.6140000000000001,16.663999999999987,Nov_2014,P1B,270.764,10.973070131246661,46.65406843155114,5.054537125117872,48.29139444333097,17.277999999999988,18.412466654754915,1.9948205890767445,21.053473345245084,19.05865275616834,39.46594,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P1C,39.08529048207668,60.914709517923306,0.018241469247509915,1.8167029589213703,0.22120974608172148,1.5733672949969082,1.7945770410786297,50.3063445349397,6.125521867086504,43.5681335979738,3.61128,24.0,0.4771751540884825,40.263662511984705,8.478290645117134,51.25804684289816,2.266119453499523,3.3620805465004766,2.8849053924119943,5.6282,-14.28833,-170.6779,68.071,69.652,1.802,4.266,2.464,1.581000000000003,Nov_2014,P1C,270.764,10.973070131246661,44.188873952847956,7.558704133852255,48.252421913299784,4.0450000000000035,4.082822171098596,0.6983849567064523,5.156657828901404,4.458272872194951,9.23948,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P2A,23.298938238372877,76.70106176162712,0.018241469247509915,1.093971052252375,0.37595629069202524,2.0888126570555996,2.4647689477476247,30.740403970292157,10.564309016450352,58.695287013257484,3.55874,24.0,1.2189120758239373,15.93525765300028,10.404250735980455,73.66049161101927,1.8668982973887782,9.848621702611222,8.629709626787285,11.71552,-14.29177,-170.6822,69.646,71.204,1.736,6.865,5.1290000000000004,1.5579999999999927,Nov_2014,P2A,270.764,10.973070131246661,19.38469954956685,10.441542615892537,70.17375783454061,6.686999999999993,2.9608694094196695,1.5948683671622275,12.31339059058033,10.718522223418102,15.27426,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P2B,96.43107067879637,3.568929321203634,0.018241469247509915,2.0846673722357902,0.607299717646953,3.6032129101172568,4.21051262776421,33.11529411765494,9.64705882352773,57.23764705881733,6.29518,24.0,0.0037782162162075094,29.448648648646174,1.6216216216178847,68.92972972973594,0.06861240648648072,0.16437759351351927,0.16059937729731177,0.23299,-14.29142,-170.6793,109.636,112.392,1.727,1.829,0.10199999999999987,2.7560000000000002,Nov_2014,P2B,270.764,10.973070131246661,32.9844341324069,9.360636642073988,57.65492922551911,2.858,2.153279933701548,0.6110782730768815,4.374890066298453,3.763811793221571,6.52817,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P2C,35.40772532188841,64.5922746781116,0.018241469247509915,1.7843565460845416,0.21555537075536976,1.3920880831600884,1.607643453915458,52.60485100485088,6.354816354816325,41.04033264033279,3.392,24.0,0.46317355156455053,42.43540101048705,7.485246040843956,50.079352948669,2.6258262308071196,3.5619937691928802,3.09882021762833,6.18782,-14.29033,-170.6767,66.785,68.27,1.742,4.451,2.7089999999999996,1.4849999999999994,Nov_2014,P2C,270.764,10.973070131246661,46.03617193123819,7.084986602658207,46.8788414661036,4.193999999999999,4.410182405903142,0.6787289635587714,5.169637594096857,4.490908630538086,9.57982,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P3A,36.58914728682212,63.41085271317788,0.018241469247509915,0.2603972384026275,0.08227447483588371,0.19638828676148876,0.27866276159737247,48.30579868709003,15.262582056892315,36.431619256017655,0.53906,24.0,0.11666301288403566,34.75867195243129,12.487611496530368,52.753716551038345,0.32472594098119884,0.6095040590188011,0.4928410461347655,0.93423,-14.29273,-170.6794,114.151,114.387,1.739,2.148,0.40900000000000003,0.2360000000000042,Nov_2014,P3A,270.764,10.973070131246661,39.71545010650804,13.502949562027155,46.781600331464816,0.6450000000000042,0.5851237548741722,0.19893760560238988,0.8881662451258279,0.689228639523438,1.47329,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P3B,31.37254901960545,68.62745098039454,0.018241469247509915,0.027963084269664967,0.01437162921348663,0.030755286516848404,0.04512691573033503,38.258426966294934,19.662921348319372,42.078651685385694,0.07309,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15989,-14.29384,-170.6773,67.214,67.246,1.744,1.814,0.07000000000000006,0.031999999999996476,Nov_2014,P3B,270.764,10.973070131246661,12.00264375413083,6.16875963868796,13.201145626786662,0.10199999999999654,0.02796495968274942,0.014372593082179077,0.04512994227802932,0.030757349195850242,0.23299,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P3C,50.0,50.0,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,-14.29337,-170.6754,No Sed,No Sed,No Sed,No Sed,1e-05,1e-05,Nov_2014,P3C,270.764,10.973070131246661,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,5e-05,1.1844499737024308,2014-12-04 00:00:00,2014-11-10 00:00:00
P1A,64.53534551231137,35.46465448768865,0.018241469247509915,2.058505628428928,0.18240747132169577,0.5429269002493765,0.7253343715710723,73.94482543640898,6.552369077306734,19.502805486284288,2.78384,32.0,0.22748963448921825,32.691971258982214,14.870353014682658,52.43767572633512,0.5001283147141617,1.0296916852858382,0.80220205079662,1.52982,-14.29018,-170.6814,70.244,71.869,1.752,2.645,0.893,1.625,Dec_2014,P1A,979.4240000000001,31.186461482958006,59.31464323607456,9.502313341038548,31.18304342288691,2.518,2.5586320394172537,0.4098974896670434,1.7550279605827468,1.3451304709157035,4.31366,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P1B,75.73872472783826,24.261275272161743,0.018241469247509915,0.5856414227242722,0.05608517743001961,0.1925633998457081,0.24864857727572773,70.19638527661512,6.722503857174318,23.081110866210565,0.83429,32.0,0.03406127450981634,47.62549019607632,12.745098039220332,39.62941176470335,0.12727912254901397,0.13997087745098605,0.1059096029411697,0.26725,-14.28941,-170.6796,109.645,110.132,1.744,1.9,0.156,0.487,Dec_2014,P1B,979.4240000000001,31.186461482958006,64.72039828973479,8.1836620102057,27.095939700059514,0.643,0.7129210753207446,0.09014631050721986,0.3886189246792554,0.2984726141720355,1.10154,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P1C,38.081132230724926,61.918867769275074,0.018241469247509915,6.586350704147298,0.43744219307769333,0.9045671027750081,1.3420092958527015,83.07330525035819,5.517436053328725,11.409258696313085,7.92836,32.0,1.0822454274193567,65.52489247311821,8.395161290322596,26.079946236559188,8.447010463387087,4.444289536612911,3.3620441091935542,12.8913,-14.28833,-170.6779,68.073,72.701,1.748,9.273,7.525,4.628,Dec_2014,P1C,979.4240000000001,31.186461482958006,72.2075267472124,7.299290937586018,20.493182315201583,12.153,15.03336156317868,1.5196875556162208,5.786298436821318,4.266610881205097,20.81966,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P2A,20.904079382579933,79.09592061742006,0.018241469247509915,1.5927249282373517,0.4065470828274265,1.2488179889352218,1.6553650717626482,49.03573879533362,12.51649685899795,38.44776434566843,3.24809,32.0,1.4633191695705277,16.5753043399557,11.906593655247299,71.51810200479702,2.0371032458501217,10.25288675414988,8.789567584579352,12.28999,-14.29177,-170.6822,69.647,71.543,1.773,8.947,7.174,1.896,Dec_2014,P2A,979.4240000000001,31.186461482958006,23.36085932643823,12.034088305116233,64.60505236844554,9.07,3.6298313469153665,1.869867471528435,11.908258653084635,10.0383911815562,15.53809,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P2B,99.644128113879,0.35587188612099646,0.018241469247509915,0.04692579116021734,0.0031803314917146315,-0.0021361226519319675,0.001044208839782664,97.82320441988188,6.629834254147658,-4.453038674029534,0.04797,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,-14.29142,-170.6793,112.909,112.937,1.781,1.759,0.0001,0.028,Dec_2014,P2B,979.4240000000001,31.186461482958006,97.47507913724885,6.606240537940728,-4.437191561310567,0.0281,0.0469245030966716,0.0031802441949646664,0.0010441801773497595,-0.002136064017614907,0.04814,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P2C,28.459086078639746,71.54091392136026,0.018241469247509915,1.9614004516491037,0.1323559542042617,0.20012359414663475,0.33247954835089644,85.50580028811898,5.76995981499737,8.724239896883653,2.29388,32.0,0.4488248612981437,70.45550382824814,7.783463506598473,21.761032665153387,4.062739127201718,1.7036508727982822,1.2548260115001384,5.76639,-14.29033,-170.6767,66.785,68.124,1.74,5.106,3.366,1.339,Dec_2014,P2C,979.4240000000001,31.186461482958006,74.73868065285326,7.2104387578091265,18.050880589337623,4.705,6.024139455057735,0.5811808320640616,2.036130544942265,1.4549497128782036,8.06027,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P3A,50.64935064935065,49.35064935064935,0.018241469247509915,0.0717694020725368,0.01984683937824065,0.04200375854922253,0.06185059792746318,53.71157167530072,14.85319516407772,31.435233160621564,0.13362,32.0,0.0029931034482691397,133.06896551726695,2.2988505747074806,-35.367816091974426,0.17325579310348158,-0.043055793103481566,-0.046048896551750707,0.1302,-14.29273,-170.6794,114.156,114.234,1.695,1.771,0.076,0.078,Dec_2014,P3A,979.4240000000001,31.186461482958006,92.87496084406327,8.657544587505395,-1.5325054315686586,0.154,0.24502272169880773,0.022840334130756732,0.018797278301192297,-0.004043055829564436,0.26382,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P3B,71.05263157894737,28.947368421052634,0.018241469247509915,0.03986156417112187,0.003462566844920679,0.00292586898395745,0.006388435828878129,86.18716577539864,7.4866310160447105,6.32620320855665,0.04625,32.0,0.0020933333333278243,92.48148148153679,11.11111111108187,-3.5925925926186597,0.01742351111112153,0.0014164888888784687,-0.0006768444444493555,0.01884,-14.29384,-170.6773,67.221,67.248,1.686,1.697,0.011,0.027,Dec_2014,P3B,979.4240000000001,31.186461482958006,88.00920453243863,8.535822622502836,3.4549728450585335,0.038,0.05729399215061755,0.005556820527249346,0.007806007849382452,0.0022491873221331055,0.0651,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P3C,9.090909090909092,90.9090909090909,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,-14.29337,-170.6754,100.636,100.636,1.684,1.668,0.0001,1e-05,Dec_2014,P3C,979.4240000000001,31.186461482958006,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.00019,1.7339014705232898,2015-01-05 00:00:00,2014-12-04 00:00:00
P1A,81.89691592733416,18.10308407266582,0.018241469247509915,4.90280666593999,0.760651734097349,7.62015159996266,8.380803334060008,36.90869173319595,5.7262425959309935,57.36506567087306,13.28361,32.0,0.4061295634543486,22.47994677817931,13.831337515047801,63.68871570677289,0.6600786772476792,2.276221322752321,1.8700917592979724,2.9363,-14.29018,-170.6814,100.639,108.393,1.752,3.466,1.714,7.754,Jan_2015,P1A,919.7339999999999,51.571332363452456,34.29664390335875,7.193514743308074,58.50984135333316,9.468,5.562884774145276,1.1667816172013006,10.657025225854719,9.490243608653419,16.21991,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P1B,57.97999047165317,42.02000952834683,0.018241469247509915,0.5269024117735117,0.10973052631578932,1.4482470619106989,1.5579775882264881,25.272553421468466,5.2631578947368345,69.46428868379469,2.08488,32.0,0.2123805136106846,30.157849683273575,14.055812360897207,55.78633795582921,0.4556790771443271,1.055300922855673,0.8429204092449882,1.51098,-14.28941,-170.6796,109.652,110.869,1.67,2.552,0.882,1.217,Jan_2015,P1B,919.7339999999999,51.571332363452456,27.325355376166947,8.957832139212037,63.716812484621,2.099,0.9825815238294368,0.32211110276107,2.6132784761705627,2.291167373409493,3.59586,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P1C,33.80604796663191,66.19395203336809,0.018241469247509915,0.876688326652457,0.14993667377398376,1.750354999573559,1.9002916733475428,31.569846619437556,5.399270926473498,63.030882454088946,2.77698,32.0,0.4593350609358011,35.231519767863695,8.447587957925306,56.320892274211005,1.915703317921658,3.521766682078342,3.062431621142541,5.43747,-14.28833,-170.6779,111.696,113.317,1.735,4.909,3.174,1.621,Jan_2015,P1C,919.7339999999999,51.571332363452456,33.99365278692547,7.417072440097698,58.58927477297683,4.795,2.792395010720879,0.6092724487628495,5.422064989279122,4.812792540516273,8.21446,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P2A,52.5275560623337,47.472443937666284,0.018241469247509915,1.2698106088362433,1.4192721249310736,6.781097266232681,8.200369391163754,13.408516087722129,14.98674919516919,71.60473471710867,9.47018,32.0,1.040766900475152,11.263050715971254,12.160196528428658,76.5767527556001,0.9639819846785477,7.594818015321453,6.554051114846301,8.5588,-14.29177,-170.6822,106.296,111.824,1.656,6.652,4.996,5.528,Jan_2015,P2A,919.7339999999999,51.571332363452456,12.39001124191565,13.644915565082178,73.96507319300215,10.524000000000001,2.233792648802724,2.4600390982455527,15.79518735119727,13.335148252951718,18.02898,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P2B,50.0,50.0,0.018241469247509915,9.371857142857704e-05,3.6428571428583756e-05,3.985285714283922e-05,7.628142857142298e-05,55.12857142857472,21.428571428578678,23.4428571428466,0.00017,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,-14.29142,-170.6793,112.938,112.934,1.737,1.713,0.0001,0.0001,Jan_2015,P2B,919.7339999999999,51.571332363452456,27.56428571428736,10.714285714289339,11.721428571423298,0.0002,9.371857142857704e-05,3.6428571428583756e-05,7.628142857142298e-05,3.985285714283922e-05,0.00034,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P2C,76.92307692307692,23.076923076923077,0.018241469247509915,0.03135895161289819,0.003868064516129982,0.016162983870971825,0.020031048387101808,61.02150537633429,7.526881720431956,31.451612903233755,0.05139,32.0,0.004984242424244632,75.66666666665309,32.32323232324664,0.0,0.011667799999997905,0.004984242424244632,0.0,0.01542,-14.29033,-170.6767,66.795,66.825,1.712,1.721,0.009,0.03,Jan_2015,P2C,919.7339999999999,51.571332363452456,64.40115798179247,13.249116474927654,24.193548387102886,0.039,0.04302641364763554,0.008851734716899165,0.0250154443943226,0.016163709677423435,0.06681,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P3A,62.189054726368155,37.81094527363184,0.018241469247509915,0.06255129814612452,0.06421864776444934,0.08737005408942615,0.1515887018538755,29.21046892039064,29.989094874591082,40.80043620501828,0.21414,32.0,0.0459529411764816,30.04411764704749,35.294117647067274,34.66176470588524,0.03911744117645584,0.09108255882354419,0.04512961764706259,0.1302,-14.29273,-170.6794,114.156,114.281,1.716,1.792,0.076,0.125,Jan_2015,P3A,919.7339999999999,51.571332363452456,29.525679384201187,31.99497413184576,38.47934648395305,0.201,0.10166872439155837,0.11017149392559768,0.2426712756084416,0.13249978168284393,0.34434,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P3B,3.278688524590164,96.72131147540983,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00685,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20215,-14.29384,-170.6773,67.225,67.229,1.758,1.876,0.118,0.004,Jan_2015,P3B,919.7339999999999,51.571332363452456,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.209,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P3C,99.00990099009903,0.9900990099009901,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01713,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,-14.29337,-170.6754,68.069,68.079,1.731,1.716,0.0001,0.01,Jan_2015,P3C,919.7339999999999,51.571332363452456,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0173,0.9047979595294844,2015-02-06 00:00:00,2015-01-05 00:00:00
P1A,,,0.018241469247509915,,,,,,,,,33.0,,,,,,,,,-14.29018,-170.6814,,,,,,,Feb_2015,P1A,350.77399999999994,24.159987428583197,,,,,,,,,,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P1B,87.56000548621589,12.439994513784116,0.018241469247509915,7.851314494120682,0.6941930703657825,2.0597024355135356,2.753895505879318,74.03261693187294,6.545773920231494,19.42160914789557,10.60521,33.0,0.17485392592592572,50.91152263374506,11.604938271604924,37.48353909465002,0.7670940938271635,0.7396259061728365,0.5647719802469108,1.50672,-14.28941,-170.6796,110.106,116.49,1.667,2.574,0.907,6.384,Feb_2015,P1B,350.77399999999994,24.159987428583197,71.15635406965899,7.175133687985671,21.668512242355355,7.291,8.618407795469247,0.8690471696952429,3.4935222045307537,2.624475034835511,12.11193,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P1C,24.20273348519362,75.79726651480637,0.018241469247509915,1.1555701158954816,0.11946487486265706,0.13699500924186114,0.2564598841045182,81.83750457819464,8.460505432792297,9.701989989013063,1.41203,33.0,0.45724639145722584,65.19216911924293,10.339888006250924,24.467942874506143,2.882902025923513,1.5392579740764867,1.082011582619261,4.42216,-14.28833,-170.6779,112.162,113.012,1.738,4.4,2.662,0.85,Feb_2015,P1C,350.77399999999994,24.159987428583197,69.22079529808943,9.885026050829557,20.894178651080992,3.512,4.0384727172016035,0.576711201354893,1.7957172827983952,1.2190060814435022,5.83419,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P2A,42.41755547382616,57.58244452617384,0.018241469247509915,3.282630319666785,0.654935955894221,1.8102437244389944,2.4651796803332156,57.11097478286138,11.394530367117579,31.494494850021038,5.74781,33.0,0.9163867573920282,16.952696386121325,11.744437618526185,71.3028659953525,1.3227731267288043,6.479956873271197,5.563570115879169,7.80273,-14.29177,-170.6822,69.935,73.395,1.615,6.312,4.697,3.46,Feb_2015,P2A,350.77399999999994,24.159987428583197,33.986856402392085,11.596015516052997,54.41712808155492,8.157,4.605402571548701,1.5713227209089677,8.9451374284513,7.373814707542332,13.55054,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P2B,75.0,25.0,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01993,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00664,-14.29142,-170.6793,113.377,113.389,1.74,1.744,0.004,0.012,Feb_2015,P2B,350.77399999999994,24.159987428583197,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.02658,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P2C,29.578438147892193,70.4215618521078,0.018241469247509915,0.5931004901452213,0.04591260373444417,0.07198690612033459,0.11789950985477876,83.41779045643055,6.45746887966866,10.124740663900788,0.711,33.0,0.1490473573815828,73.2511236602516,8.804886481502782,17.943989858245622,1.239980371096007,0.45279962890399306,0.30375227152241024,1.69278,-14.29033,-170.6767,67.063,67.491,1.768,2.787,1.019,0.428,Feb_2015,P2C,350.77399999999994,24.159987428583197,76.25826491026167,8.11055701807154,15.631178071666778,1.4469999999999998,1.833080920259888,0.19495994748900006,0.5706990797401117,0.3757391322511116,2.40378,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P3A,68.95833333333334,31.041666666666668,0.018241469247509915,0.35470514893728633,0.15351641039097455,0.04163844067173914,0.19515485106271369,64.50826554710041,27.91918131723976,7.572553135659831,0.54986,33.0,0.04535706806281384,71.30890052356331,18.324607329837526,10.366492146599164,0.17650379057592389,0.07101620942407609,0.02565914136126225,0.24752,-14.29273,-170.6794,114.633,114.964,1.668,1.817,0.149,0.331,Feb_2015,P3A,350.77399999999994,24.159987428583197,66.61929598771077,24.940865641983653,8.439838370305583,0.48,0.5312089423468082,0.19887347445604925,0.26617105765319193,0.06729758319714266,0.79738,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
